KEYWORDS|Roumaji construction|Kana construction|Meaning|Type|Categories|Explanation|Rules|Example|Opposite|Synonym|Variable Extra keywords|
katai, 固い, stiff, tight, wooden, formal, bookish, kata, katakunai, katakatta, katakunakatta, katakute, katami, katakereba, katakarou, |katai|固い|stiff, tight, wooden, formal, bookish|Adjective (i-keiyoushi)|||||||kata, katakunai, katakatta, katakunakatta, katakute, katami, katakereba, katakarou|
katai, 堅い, strong, firm, tough, kata, katakunai, katakatta, katakunakatta, katakute, katami, katakereba, katakarou, |katai|堅い|strong, firm, tough|Adjective (i-keiyoushi)||||565|yawarakai||kata, katakunai, katakatta, katakunakatta, katakute, katami, katakereba, katakarou|
yawarakai, 柔らかい, soft, tender, limp, yawaraka, yawarakakunai, yawarakakatta, yawarakakunakatta, yawarakakute, yawarakami, yawarakakereba, yawarakakarou, |yawarakai|柔らかい|soft, tender, limp|Adjective (i-keiyoushi)||||566|katai||yawaraka, yawarakakunai, yawarakakatta, yawarakakunakatta, yawarakakute, yawarakami, yawarakakereba, yawarakakarou|
asai, 浅い, shallow, superficial, asa, asakunai, asakatta, asakunakatta, asakute, asami, asakereba, asakarou, |asai|浅い|shallow, superficial|Adjective (i-keiyoushi)||||567|fukai||asa, asakunai, asakatta, asakunakatta, asakute, asami, asakereba, asakarou|
fukai, 深い, deep, profound, thick, fuka, fukakunai, fukakatta, fukakunakatta, fukakute, fukami, fukakereba, fukakarou, |fukai|深い|deep, profound, thick|Adjective (i-keiyoushi)||||568|sasi||fuka, fukakunai, fukakatta, fukakunakatta, fukakute, fukami, fukakereba, fukakarou|
kowai, 怖い, 恐い, scary, frightenin, eerie, dreadful, kowa, kowakunai, kowakatta, kowakunakatta, kowakute, kowami, kowakereba, kowakarou, |kowai|怖い, 恐い|scary, frightenin, eerie, dreadful|Adjective (i-keiyoushi)||||569|||kowa, kowakunai, kowakatta, kowakunakatta, kowakute, kowami, kowakereba, kowakarou|
kowai, 強い, ough, stiff, hard, kowa, kowakunai, kowakatta, kowakunakatta, kowakute, kowami, kowakereba, kowakarou, |kowai|強い|ough, stiff, hard|Adjective (i-keiyoushi)|||||||kowa, kowakunai, kowakatta, kowakunakatta, kowakute, kowami, kowakereba, kowakarou|
nemui, 眠い, sleepy, drowsy, somnolent, nemu, nemukunai, nemukatta, nemukunakatta, nemukute, nemumi, nemukereba, nemukarou, |nemui|眠い|sleepy, drowsy, somnolent|Adjective (i-keiyoushi)||||570|||nemu, nemukunai, nemukatta, nemukunakatta, nemukute, nemumi, nemukereba, nemukarou|
kusai, 臭い, stinky, smelly, suspicious, fishy, kusa, kusakunai, kusakatta, kusakunakatta, kusakute, kusami, kusakereba, kusakarou, |kusai|臭い|stinky, smelly, suspicious, fishy|Adjective (i-keiyoushi)||||571|||kusa, kusakunai, kusakatta, kusakunakatta, kusakute, kusami, kusakereba, kusakarou|
koi, 濃い, deep (colour), dark, strong (flavour, smell, etc), thick (consistency), dense, ko, kokunai, kokatta, kokunakatta, kokute, komi, kokereba, kokarou, |koi|濃い|deep (colour), dark, strong (flavour, smell, etc), thick (consistency), dense|Adjective (i-keiyoushi)||||572|usui||ko, kokunai, kokatta, kokunakatta, kokute, komi, kokereba, kokarou|
mezurashii, 珍しい, unusual, rare, curious, weird, mezurashi, mezurashikunai, mezurashikatta, mezurashikunakatta, mezurashikute, mezurashimi, mezurashikereba, mezurashikarou, |mezurashii|珍しい|unusual, rare, curious, weird|Adjective (i-keiyoushi)||||573|||mezurashi, mezurashikunai, mezurashikatta, mezurashikunakatta, mezurashikute, mezurashimi, mezurashikereba, mezurashikarou|
sugoi, 凄い, amazing, great, wonderful, terrific, impressive, vast, extensive, sugo, sugokunai, sugokatta, sugokunakatta, sugokute, sugomi, sugokereba, sugokarou, |sugoi|凄い|amazing, great, wonderful, terrific, impressive, vast, extensive|Adjective (i-keiyoushi)||||574|||sugo, sugokunai, sugokatta, sugokunakatta, sugokute, sugomi, sugokereba, sugokarou|
sabishii, 寂しい, lonely, lonesome, solitary, desolate, sabishi, sabishikunai, sabishikatta, sabishikunakatta, sabishikute, sabishimi, sabishikereba, sabishikarou, 淋しい|sabishii|寂しい|lonely, lonesome, solitary, desolate|Adjective (i-keiyoushi)||||575|||sabishi, sabishikunai, sabishikatta, sabishikunakatta, sabishikute, sabishimi, sabishikereba, sabishikarou|
okashii, 可笑しい, funny, amuzing, comical, laughable, ridiculous, strange, odd, peculiar, weird, okashi, okashikunai, okashikatta, okashikunakatta, okashikute, okashimi, okashikereba, okashikarou, |okashii|可笑しい|funny, amuzing, comical, laughable, ridiculous, strange, odd, peculiar, weird|Adjective (i-keiyoushi)||||576|||okashi, okashikunai, okashikatta, okashikunakatta, okashikute, okashimi, okashikereba, okashikarou|
hazukashii, 恥ずかしい, ashamed, embarrased, hazukashi, hazukashikunai, hazukashikatta, hazukashikunakatta, hazukashikute, hazukashimi, hazukashikereba, hazukashikarou, |hazukashii|恥ずかしい|ashamed, embarrased|Adjective (i-keiyoushi)|||||||hazukashi, hazukashikunai, hazukashikatta, hazukashikunakatta, hazukashikute, hazukashimi, hazukashikereba, hazukashikarou|
komakai, 細かい, small, fine, minute, minor, trivial, sensitive, attentive, komaka, komakakunai, komakakatta, komakakunakatta, komakakute, komakami, komakakereba, komakakarou, |komakai|細かい|small, fine, minute, minor, trivial, sensitive, attentive|Adjective (i-keiyoushi)|||||||komaka, komakakunai, komakakatta, komakakunakatta, komakakute, komakami, komakakereba, komakakarou|
kibishii, 厳しい, severe, strict, rigid, unsparing, relentless, stern, austere, grave, solemn, kibishi, kibishikunai, kibishikatta, kibishikunakatta, kibishikute, kibishimi, kibishikereba, kibishikarou, |kibishii|厳しい|severe, strict, rigid, unsparing, relentless, stern, austere, grave, solemn|Adjective (i-keiyoushi)|||||||kibishi, kibishikunai, kibishikatta, kibishikunakatta, kibishikute, kibishimi, kibishikereba, kibishikarou|
umai, 上手い, 巧い, skillful, clever, expert, wise, successful, uma, umakunai, umakatta, umakunakatta, umakute, umami, umakereba, umakarou, |umai|上手い, 巧い|skillful, clever, expert, wise, successful|Adjective (i-keiyoushi)|||||||uma, umakunai, umakatta, umakunakatta, umakute, umami, umakereba, umakarou|
umai, 美味い, delicious, appetizing, appetising, uma, umakunai, umakatta, umakunakatta, umakute, umami, umakereba, umakarou, |umai|美味い|delicious, appetizing, appetising|Adjective (i-keiyoushi)|||||||uma, umakunai, umakatta, umakunakatta, umakute, umami, umakereba, umakarou|
umai, 旨い, fortunate, splendid, promising, uma, umakunai, umakatta, umakunakatta, umakute, umami, umakereba, umakarou, |umai|旨い|fortunate, splendid, promising|Adjective (i-keiyoushi)|||||||uma, umakunai, umakatta, umakunakatta, umakute, umami, umakereba, umakarou|
ustsukushii, 美しい, beautiful, lovely, ustsukushi, ustsukushikunai, ustsukushikatta, ustsukushikunakatta, ustsukushikute, ustsukushimi, ustsukushikereba, ustsukushikarou, |ustsukushii|美しい|beautiful, lovely|Adjective (i-keiyoushi)|||||||ustsukushi, ustsukushikunai, ustsukushikatta, ustsukushikunakatta, ustsukushikute, ustsukushimi, ustsukushikereba, ustsukushikarou|
mottainai, 勿体ない, impious, profane, sacrilegious, unworthy, wasteful, mottaina, mottainakunai, mottainakatta, mottainakunakatta, mottainakute, mottainami, mottainakereba, mottainakarou, 勿体無い, 物体ない, 物体無い|mottainai|勿体ない|impious, profane, sacrilegious, unworthy, wasteful|Adjective (i-keiyoushi)|||||||mottaina, mottainakunai, mottainakatta, mottainakunakatta, mottainakute, mottainami, mottainakereba, mottainakarou|
dekai, でかい, huge, gargatuan, deka, dekakunai, dekakatta, dekakunakatta, dekakute, dekami, dekakereba, dekakarou, dekkai|dekai|でかい|huge, gargatuan|Adjective (i-keiyoushi)|||||||deka, dekakunai, dekakatta, dekakunakatta, dekakute, dekami, dekakereba, dekakarou|
kougoushii, 神々しい, divine, sublime, solemn, kougoushi, kougoushikunai, kougoushikatta, kougoushikunakatta, kougoushikute, kougoushimi, kougoushikereba, kougoushikarou, 神神しい|kougoushii|神々しい|divine, sublime, solemn|Adjective (i-keiyoushi)|||||||kougoushi, kougoushikunai, kougoushikatta, kougoushikunakatta, kougoushikute, kougoushimi, kougoushikereba, kougoushikarou|
namagusai, 神々しい, smelling of fish or blood, fishy, bloody, depraved, corrupt, fallen, worldly, mundane, secular, common, ordinary, suspicious, questionable, namagusa, namagusakunai, namagusakatta, namagusakunakatta, namagusakute, namagusami, namagusakereba, namagusakarou, |namagusai|神々しい|smelling of fish or blood, fishy, bloody, depraved, corrupt, fallen, worldly, mundane, secular, common, ordinary, suspicious, questionable|Adjective (i-keiyoushi)|||||||namagusa, namagusakunai, namagusakatta, namagusakunakatta, namagusakute, namagusami, namagusakereba, namagusakarou|
yabai, やばい, dangerous, risky, awful, terrible, crap, terrific, amazing, cool, yaba, yabakunai, yabakatta, yabakunakatta, yabakute, yabami, yabakereba, yabakarou, |yabai|やばい|dangerous, risky, awful, terrible, crap, terrific, amazing, cool|Adjective (i-keiyoushi)||Used colloquially.|||||yaba, yabakunai, yabakatta, yabakunakatta, yabakute, yabami, yabakereba, yabakarou|
hoshii, 欲しい, wanted (to want), hoshi, hoshikunai, hoshikatta, hoshikunakatta, hoshikute, hoshimi, hoshikereba, hoshikarou, |hoshii|欲しい|wanted (to want)|Adjective (i-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.||577, 1374|||hoshi, hoshikunai, hoshikatta, hoshikunakatta, hoshikute, hoshimi, hoshikereba, hoshikarou|
kassai, 喝采, applauded (to applaud), kassa, kassakunai, kassakatta, kassakunakatta, kassakute, kassami, kassakereba, kassakarou, |kassai|喝采|applauded (to applaud)|Adjective (i-keiyoushi)||Verb-based, linked to object by "ga" when used with desu verb.|||||kassa, kassakunai, kassakatta, kassakunakatta, kassakute, kassami, kassakereba, kassakarou|
akai, 赤い, red, aka, akakunai, akakatta, akakunakatta, akakute, akami, akakereba, akakarou, color, colour|akai|赤い|red|Adjective (i-keiyoushi)|||||||aka, akakunai, akakatta, akakunakatta, akakute, akami, akakereba, akakarou|
kiiroi, 黄色い, yellow, kiiro, kiirokunai, kiirokatta, kiirokunakatta, kiirokute, kiiromi, kiirokereba, kiirokarou, color, colour|kiiroi|黄色い|yellow|Adjective (i-keiyoushi)||||578|||kiiro, kiirokunai, kiirokatta, kiirokunakatta, kiirokute, kiiromi, kiirokereba, kiirokarou|
kuroi, 黒い, black, kuro, kurokunai, kurokatta, kurokunakatta, kurokute, kuromi, kurokereba, kurokarou, color, colour|kuroi|黒い|black|Adjective (i-keiyoushi)|||||||kuro, kurokunai, kurokatta, kurokunakatta, kurokute, kuromi, kurokereba, kurokarou|
aoi, 青い, blue, ao, aokunai, aokatta, aokunakatta, aokute, aomi, aokereba, aokarou, color, colour|aoi|青い|blue|Adjective (i-keiyoushi)|||||||ao, aokunai, aokatta, aokunakatta, aokute, aomi, aokereba, aokarou|
chairoi, 茶色い, brown, chairo, chairokunai, chairokatta, chairokunakatta, chairokute, chairomi, chairokereba, chairokarou, color, colour|chairoi|茶色い|brown|Adjective (i-keiyoushi)|||||||chairo, chairokunai, chairokatta, chairokunakatta, chairokute, chairomi, chairokereba, chairokarou|
shiroi, 白い, white, shiro, shirokunai, shirokatta, shirokunakatta, shirokute, shiromi, shirokereba, shirokarou, color, colour|shiroi|白い|white|Adjective (i-keiyoushi)||||188|||shiro, shirokunai, shirokatta, shirokunakatta, shirokute, shiromi, shirokereba, shirokarou|
amai, 甘い, sweet, ama, amakunai, amakatta, amakunakatta, amakute, amami, amakereba, amakarou, taste|amai|甘い|sweet|Adjective (i-keiyoushi)||||579|||ama, amakunai, amakatta, amakunakatta, amakute, amami, amakereba, amakarou|
shoppai, 塩っぱい, salty, shoppa, shoppakunai, shoppakatta, shoppakunakatta, shoppakute, shoppami, shoppakereba, shoppakarou, taste|shoppai|塩っぱい|salty|Adjective (i-keiyoushi)||||580|||shoppa, shoppakunai, shoppakatta, shoppakunakatta, shoppakute, shoppami, shoppakereba, shoppakarou|
nigai, 苦い, bitter, niga, nigakunai, nigakatta, nigakunakatta, nigakute, nigami, nigakereba, nigakarou, taste|nigai|苦い|bitter|Adjective (i-keiyoushi)||||581|||niga, nigakunai, nigakatta, nigakunakatta, nigakute, nigami, nigakereba, nigakarou|
karai, 辛い, spicy, hot, kara, karakunai, karakatta, karakunakatta, karakute, karami, karakereba, karakarou, taste|karai|辛い|spicy, hot|Adjective (i-keiyoushi)||||582|||kara, karakunai, karakatta, karakunakatta, karakute, karami, karakereba, karakarou|
suppai, 酸っぱい, sour, suppa, suppakunai, suppakatta, suppakunakatta, suppakute, suppami, suppakereba, suppakarou, taste|suppai|酸っぱい|sour|Adjective (i-keiyoushi)||||583|||suppa, suppakunai, suppakatta, suppakunakatta, suppakute, suppami, suppakereba, suppakarou|
mendoukusai, 面倒臭い, bothersome, troublesome, tiresome, annoying, mendoukusa, mendoukusakunai, mendoukusakatta, mendoukusakunakatta, mendoukusakute, mendoukusami, mendoukusakereba, mendoukusakarou, 面倒くさい|mendoukusai|面倒臭い|bothersome, troublesome, tiresome, annoying|Adjective (i-keiyoushi)|||||||mendoukusa, mendoukusakunai, mendoukusakatta, mendoukusakunakatta, mendoukusakute, mendoukusami, mendoukusakereba, mendoukusakarou|
shitsukoi, しつこい, insistent, obstinate, persistent, tenacious, too rich (e.g. in taste), fatty, heavy, greasy, shitsuko, shitsukokunai, shitsukokatta, shitsukokunakatta, shitsukokute, shitsukomi, shitsukokereba, shitsukokarou, shitsukkoi|shitsukoi|しつこい|insistent, obstinate, persistent, tenacious, too rich (e.g. in taste), fatty, heavy, greasy|Adjective (i-keiyoushi)|||||||shitsuko, shitsukokunai, shitsukokatta, shitsukokunakatta, shitsukokute, shitsukomi, shitsukokereba, shitsukokarou|
shitashii, 親しい, intimate, close (e.g. friend), shitashi, shitashikunai, shitashikatta, shitashikunakatta, shitashikute, shitashimi, shitashikereba, shitashikarou, |shitashii|親しい|intimate, close (e.g. friend)|Adjective (i-keiyoushi)|||||||shitashi, shitashikunai, shitashikatta, shitashikunakatta, shitashikute, shitashimi, shitashikereba, shitashikarou|
ayashii, 怪しい, suspicious, dubious, doubtful, dodgy, dangerous, ominous, strange, shady, fishy, ayashi, ayashikunai, ayashikatta, ayashikunakatta, ayashikute, ayashimi, ayashikereba, ayashikarou, |ayashii|怪しい|suspicious, dubious, doubtful, dodgy, dangerous, ominous, strange, shady, fishy|Adjective (i-keiyoushi)|||||||ayashi, ayashikunai, ayashikatta, ayashikunakatta, ayashikute, ayashimi, ayashikereba, ayashikarou|
ayashii, 妖しい, charming, bewitching, mysterious, ayashi, ayashikunai, ayashikatta, ayashikunakatta, ayashikute, ayashimi, ayashikereba, ayashikarou, |ayashii|妖しい|charming, bewitching, mysterious|Adjective (i-keiyoushi)|||||||ayashi, ayashikunai, ayashikatta, ayashikunakatta, ayashikute, ayashimi, ayashikereba, ayashikarou|
ikesukanai, いけ好かない, nasty, disgusting, disagreeable, creepy, ikesukana, ikesukanakunai, ikesukanakatta, ikesukanakunakatta, ikesukanakute, ikesukanami, ikesukanakereba, ikesukanakarou, |ikesukanai|いけ好かない|nasty, disgusting, disagreeable, creepy|Adjective (i-keiyoushi)|||||||ikesukana, ikesukanakunai, ikesukanakatta, ikesukanakunakatta, ikesukanakute, ikesukanami, ikesukanakereba, ikesukanakarou|
arigatai, 有難い, grateful, thankful, welcome, appreciated, arigata, arigatakunai, arigatakatta, arigatakunakatta, arigatakute, arigatami, arigatakereba, arigatakarou, 有り難い|arigatai|有難い|grateful, thankful, welcome, appreciated|Adjective (i-keiyoushi)|||||||arigata, arigatakunai, arigatakatta, arigatakunakatta, arigatakute, arigatami, arigatakereba, arigatakarou|
tondemonai, とんでもない, unthinkable, unexpected, outrageous, offensive, tondemona, tondemonakunai, tondemonakatta, tondemonakunakatta, tondemonakute, tondemonami, tondemonakereba, tondemonakarou, |tondemonai|とんでもない|unthinkable, unexpected, outrageous, offensive|Adjective (i-keiyoushi)|||||||tondemona, tondemonakunai, tondemonakatta, tondemonakunakatta, tondemonakute, tondemonami, tondemonakereba, tondemonakarou|
utsukushii, 美しい, beautiful ,lovely, utsukushi, utsukushikunai, utsukushikatta, utsukushikunakatta, utsukushikute, utsukushimi, utsukushikereba, utsukushikarou, |utsukushii|美しい|beautiful ,lovely|Adjective (i-keiyoushi)||||||kirei|utsukushi, utsukushikunai, utsukushikatta, utsukushikunakatta, utsukushikute, utsukushimi, utsukushikereba, utsukushikarou|
hitoshii, 等しい, equal, similar, like, equivalent, hitoshi, hitoshikunai, hitoshikatta, hitoshikunakatta, hitoshikute, hitoshimi, hitoshikereba, hitoshikarou, |hitoshii|等しい|equal, similar, like, equivalent|Adjective (i-keiyoushi)|||||||hitoshi, hitoshikunai, hitoshikatta, hitoshikunakatta, hitoshikute, hitoshimi, hitoshikereba, hitoshikarou|
yasui, 易い, easy, yasu, yasukunai, yasukatta, yasukunakatta, yasukute, yasumi, yasukereba, yasukarou, |yasui|易い|easy|Adjective (i-keiyoushi)|||||||yasu, yasukunai, yasukatta, yasukunakatta, yasukute, yasumi, yasukereba, yasukarou|
awai, 淡い, light, faint, pale, fleeting, awa, awakunai, awakatta, awakunakatta, awakute, awami, awakereba, awakarou, |awai|淡い|light, faint, pale, fleeting|Adjective (i-keiyoushi)|||||||awa, awakunai, awakatta, awakunakatta, awakute, awami, awakereba, awakarou|
tayasui, 容易い, easy, simple, light, tayasu, tayasukunai, tayasukatta, tayasukunakatta, tayasukute, tayasumi, tayasukereba, tayasukarou, |tayasui|容易い|easy, simple, light|Adjective (i-keiyoushi)|||||||tayasu, tayasukunai, tayasukatta, tayasukunakatta, tayasukute, tayasumi, tayasukereba, tayasukarou|
hokorashii, 誇らしい, proud, haughty, arrogant, splendid, magnificent, hokorashi, hokorashikunai, hokorashikatta, hokorashikunakatta, hokorashikute, hokorashimi, hokorashikereba, hokorashikarou, |hokorashii|誇らしい|proud, haughty, arrogant, splendid, magnificent|Adjective (i-keiyoushi)|||||||hokorashi, hokorashikunai, hokorashikatta, hokorashikunakatta, hokorashikute, hokorashimi, hokorashikereba, hokorashikarou|
kurushii, 苦しい, painful, difficult, antagonizing, awkward, forced, lame, strained, needy, tight, straitened (circumstances), kurushi, kurushikunai, kurushikatta, kurushikunakatta, kurushikute, kurushimi, kurushikereba, kurushikarou, |kurushii|苦しい|painful, difficult, antagonizing, awkward, forced, lame, strained, needy, tight, straitened (circumstances)|Adjective (i-keiyoushi)|||||||kurushi, kurushikunai, kurushikatta, kurushikunakatta, kurushikute, kurushimi, kurushikereba, kurushikarou|
yakamashii, 喧しい, noisy, boisterous, strict, fault-finding, carping, fussy, yakamashi, yakamashikunai, yakamashikatta, yakamashikunakatta, yakamashikute, yakamashimi, yakamashikereba, yakamashikarou, |yakamashii|喧しい|noisy, boisterous, strict, fault-finding, carping, fussy|Adjective (i-keiyoushi)|||||||yakamashi, yakamashikunai, yakamashikatta, yakamashikunakatta, yakamashikute, yakamashimi, yakamashikereba, yakamashikarou|
omokurushii, 重苦しい, heavy, gloomy, awkward, cumbruous, appressive, leaden, omokurushi, omokurushikunai, omokurushikatta, omokurushikunakatta, omokurushikute, omokurushimi, omokurushikereba, omokurushikarou, |omokurushii|重苦しい|heavy, gloomy, awkward, cumbruous, appressive, leaden|Adjective (i-keiyoushi)|||||||omokurushi, omokurushikunai, omokurushikatta, omokurushikunakatta, omokurushikute, omokurushimi, omokurushikereba, omokurushikarou|
kiyasui, 気安い, relaxed, familiar, easy to access, friendly, kiyasu, kiyasukunai, kiyasukatta, kiyasukunakatta, kiyasukute, kiyasumi, kiyasukereba, kiyasukarou, |kiyasui|気安い|relaxed, familiar, easy to access, friendly|Adjective (i-keiyoushi)|||||||kiyasu, kiyasukunai, kiyasukatta, kiyasukunakatta, kiyasukute, kiyasumi, kiyasukereba, kiyasukarou|
kanawanai, 敵わない, no match for, unbearable, unable, can't do, beyond one's power, kanawana, kanawanakunai, kanawanakatta, kanawanakunakatta, kanawanakute, kanawanami, kanawanakereba, kanawanakarou, |kanawanai|敵わない|no match for, unbearable, unable, can't do, beyond one's power|Adjective (i-keiyoushi)|||||||kanawana, kanawanakunai, kanawanakatta, kanawanakunakatta, kanawanakute, kanawanami, kanawanakereba, kanawanakarou|
sosokkashii, そそかしい, careless, thoughtless, sosokkashi, sosokkashikunai, sosokkashikatta, sosokkashikunakatta, sosokkashikute, sosokkashimi, sosokkashikereba, sosokkashikarou, |sosokkashii|そそかしい|careless, thoughtless|Adjective (i-keiyoushi)|||||||sosokkashi, sosokkashikunai, sosokkashikatta, sosokkashikunakatta, sosokkashikute, sosokkashimi, sosokkashikereba, sosokkashikarou|
hitoke no nai, 人気のない, deserted, empty of people, hitoke no na, hitoke no nakunai, hitoke no nakatta, hitoke no nakunakatta, hitoke no nakute, hitoke no nami, hitoke no nakereba, hitoke no nakarou, |hitoke no nai|人気のない|deserted, empty of people|Adjective (i-keiyoushi)|||||||hitoke no na, hitoke no nakunai, hitoke no nakatta, hitoke no nakunakatta, hitoke no nakute, hitoke no nami, hitoke no nakereba, hitoke no nakarou|
kishokuwarui, 気色悪い, weird, disgusting, sickening, kishokuwaru, kishokuwarukunai, kishokuwarukatta, kishokuwarukunakatta, kishokuwarukute, kishokuwarumi, kishokuwarukereba, kishokuwarukarou, |kishokuwarui|気色悪い|weird, disgusting, sickening|Adjective (i-keiyoushi)|||||||kishokuwaru, kishokuwarukunai, kishokuwarukatta, kishokuwarukunakatta, kishokuwarukute, kishokuwarumi, kishokuwarukereba, kishokuwarukarou|
tsugouyoi, 都合よい, convenient, tsugouyo, tsugouyokunai, tsugouyokatta, tsugouyokunakatta, tsugouyokute, tsugouyomi, tsugouyokereba, tsugouyokarou, |tsugouyoi|都合よい|convenient|Adjective (i-keiyoushi)|||||||tsugouyo, tsugouyokunai, tsugouyokatta, tsugouyokunakatta, tsugouyokute, tsugouyomi, tsugouyokereba, tsugouyokarou|
nibui, 鈍い, dull (e.g. knife, sound), blunt, dim, slow, sluggish, inert, lethargic, nibu, nibukunai, nibukatta, nibukunakatta, nibukute, nibumi, nibukereba, nibukarou, |nibui|鈍い|dull (e.g. knife, sound), blunt, dim, slow, sluggish, inert, lethargic|Adjective (i-keiyoushi)|||||||nibu, nibukunai, nibukatta, nibukunakatta, nibukute, nibumi, nibukereba, nibukarou|
noroi, 鈍い, thickheaded, obtuse, stupid, indulgent (esp. to the opposite sex), doting, noro, norokunai, norokatta, norokunakatta, norokute, noromi, norokereba, norokarou, |noroi|鈍い|thickheaded, obtuse, stupid, indulgent (esp. to the opposite sex), doting|Adjective (i-keiyoushi)|||||||noro, norokunai, norokatta, norokunakatta, norokute, noromi, norokereba, norokarou|
tsurai, 辛い, painful, bitter, heartbreaking, tsura, tsurakunai, tsurakatta, tsurakunakatta, tsurakute, tsurami, tsurakereba, tsurakarou, |tsurai|辛い|painful, bitter, heartbreaking|Adjective (i-keiyoushi)|||||||tsura, tsurakunai, tsurakatta, tsurakunakatta, tsurakute, tsurami, tsurakereba, tsurakarou|
arai, 粗い, corase, rough, ara, arakunai, arakatta, arakunakatta, arakute, arami, arakereba, arakarou, |arai|粗い|corase, rough|Adjective (i-keiyoushi)|||||||ara, arakunai, arakatta, arakunakatta, arakute, arami, arakereba, arakarou|
se ga takai, 背が高い, tall (person), se ga taka, se ga takakunai, se ga takakatta, se ga takakunakatta, se ga takakute, se ga takami, se ga takakereba, se ga takakarou, |se ga takai|背が高い|tall (person)|Adjective (i-keiyoushi)||||1220, 1400|se ga hikui||se ga taka, se ga takakunai, se ga takakatta, se ga takakunakatta, se ga takakute, se ga takami, se ga takakereba, se ga takakarou|
se ga hikui, 背が低い, short (person), se ga hiku, se ga hikukunai, se ga hikukatta, se ga hikukunakatta, se ga hikukute, se ga hikumi, se ga hikukereba, se ga hikukarou, |se ga hikui|背が低い|short (person)|Adjective (i-keiyoushi)||||1221|se ga takai||se ga hiku, se ga hikukunai, se ga hikukatta, se ga hikukunakatta, se ga hikukute, se ga hikumi, se ga hikukereba, se ga hikukarou|
kashikoi, 賢い, wise, clever, smart, kashiko, kashikokunai, kashikokatta, kashikokunakatta, kashikokute, kashikomi, kashikokereba, kashikokarou, 畏い|kashikoi|賢い|wise, clever, smart|Adjective (i-keiyoushi)|||||||kashiko, kashikokunai, kashikokatta, kashikokunakatta, kashikokute, kashikomi, kashikokereba, kashikokarou|
osoroshii, 恐ろしい, terrible, dreadful, terrifying, frightening, frightened, surprising, startling, tremendous, amazing, osoroshi, osoroshikunai, osoroshikatta, osoroshikunakatta, osoroshikute, osoroshimi, osoroshikereba, osoroshikarou, |osoroshii|恐ろしい|terrible, dreadful, terrifying, frightening, frightened, surprising, startling, tremendous, amazing|Adjective (i-keiyoushi)|||||||osoroshi, osoroshikunai, osoroshikatta, osoroshikunakatta, osoroshikute, osoroshimi, osoroshikereba, osoroshikarou|
toutoi, 尊い, precious, valuable, priceless, noble, exalted, sacred, touto, toutokunai, toutokatta, toutokunakatta, toutokute, toutomi, toutokereba, toutokarou, 貴い|toutoi|尊い|precious, valuable, priceless, noble, exalted, sacred|Adjective (i-keiyoushi)|||||||touto, toutokunai, toutokatta, toutokunakatta, toutokute, toutomi, toutokereba, toutokarou|
fusawashii, 相応しい, appropriate, adequate, suitable, fusawashi, fusawashikunai, fusawashikatta, fusawashikunakatta, fusawashikute, fusawashimi, fusawashikereba, fusawashikarou, |fusawashii|相応しい|appropriate, adequate, suitable|Adjective (i-keiyoushi)|||||||fusawashi, fusawashikunai, fusawashikatta, fusawashikunakatta, fusawashikute, fusawashimi, fusawashikereba, fusawashikarou|
setsunai, 切ない, painful, heartrending, trying, oppressive, suffocating, miserable, setsuna, setsunakunai, setsunakatta, setsunakunakatta, setsunakute, setsunami, setsunakereba, setsunakarou, |setsunai|切ない|painful, heartrending, trying, oppressive, suffocating, miserable|Adjective (i-keiyoushi)|||||||setsuna, setsunakunai, setsunakatta, setsunakunakatta, setsunakute, setsunami, setsunakereba, setsunakarou|
konomashii, 好ましい, nice, likeable, desirable, konomashi, konomashikunai, konomashikatta, konomashikunakatta, konomashikute, konomashimi, konomashikereba, konomashikarou, |konomashii|好ましい|nice, likeable, desirable|Adjective (i-keiyoushi)|||||||konomashi, konomashikunai, konomashikatta, konomashikunakatta, konomashikute, konomashimi, konomashikereba, konomashikarou|
yayakoshii, ややこしい, puzzling, tangled, complicated, complex, yayakoshi, yayakoshikunai, yayakoshikatta, yayakoshikunakatta, yayakoshikute, yayakoshimi, yayakoshikereba, yayakoshikarou, |yayakoshii|ややこしい|puzzling, tangled, complicated, complex|Adjective (i-keiyoushi)|||||||yayakoshi, yayakoshikunai, yayakoshikatta, yayakoshikunakatta, yayakoshikute, yayakoshimi, yayakoshikereba, yayakoshikarou|
medetai, 目出度い, happy, auspicious, propitious, joyous, naïve, medeta, medetakunai, medetakatta, medetakunakatta, medetakute, medetami, medetakereba, medetakarou, |medetai|目出度い|happy, auspicious, propitious, joyous, naïve|Adjective (i-keiyoushi)|||||||medeta, medetakunai, medetakatta, medetakunakatta, medetakute, medetami, medetakereba, medetakarou|
kudaranai, 下らない, good-for-nothing, stupid, trivial, worthless, kudarana, kudaranakunai, kudaranakatta, kudaranakunakatta, kudaranakute, kudaranami, kudaranakereba, kudaranakarou, |kudaranai|下らない|good-for-nothing, stupid, trivial, worthless|Adjective (i-keiyoushi)|||||||kudarana, kudaranakunai, kudaranakatta, kudaranakunakatta, kudaranakute, kudaranami, kudaranakereba, kudaranakarou|
